MedCodeId,Term,Observations,SNOMED_CT_Concept_ID,READcode,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,VF
55468,0,,,7,0,0,BB5R600,"[M]Mucocarcinoid tumour, malignant",2009-02-01 00:00:00,,,
21914,7,,,271,0,0,BB11.11,[M]Intraepithelial carcinoma NOS,2009-02-01 00:00:00,,,
60504,0,,,2,0,0,BBgC.12,[M]Lymphocytic lymphosarcoma NOS,2009-02-01 00:00:00,,,
72241,1,,,1,0,0,BBgH.00,[M]Prolymphocytic lymphosarcoma,2009-02-01 00:00:00,,,
40359,1,,,36,0,0,BB94.00,[M]Juvenile breast carcinoma,2009-02-01 00:00:00,,,
71377,0,,,1,0,0,BBr8000,[M]Eosinophilic leukaemia,2009-02-01 00:00:00,,,
12427,8,,,307,0,0,BB9F.00,[M]Lobular carcinoma NOS,2009-02-01 00:00:00,,,
8627,5,,,503,1,0,BB07.00,"[M]Tumour cells, malignant",2009-02-01 00:00:00,,,
46490,0,,,4,0,0,BBd7.11,[M]Angioblastic meningioma,2009-02-01 00:00:00,,,
41500,2,,,57,0,0,BBr2300,[M]Chronic lymphoid leukaemia,2009-02-01 00:00:00,,,
64343,0,,,10,0,0,BBj6100,"[M]Hodgkin,s disease, nodular sclerosis, mixed cellularity",2009-02-01 00:00:00,,,
73623,0,,,2,0,0,BBCCz00,[M]Leydig cell tumour NOS,2009-02-01 00:00:00,,,
107773,0,,,1,0,0,BBr8z00,[M]Eosinophilic leukaemia NOS,2014-03-01 00:00:00,,,
57513,0,,,7,0,0,BB2C.11,"[M]Epidermoid carcinoma, keratinising type",2009-02-01 00:00:00,,,
65047,0,,,12,0,0,BBDA.00,"[M]Phaeochromocytoma, malignant",2009-02-01 00:00:00,,,
50946,0,,,5,0,0,BB9C.00,[M]Medullary carcinoma with amyloid stroma,2009-02-01 00:00:00,,,
72179,0,,,1,0,0,BBr0200,[M]Subacute leukaemia NOS,2009-02-01 00:00:00,,,
21868,19,,,2626,0,0,BB02.00,"[M]Neoplasm, malignant",2009-02-01 00:00:00,,,
66541,0,,,3,0,0,BB1J.12,[M]Round cell carcinoma,2009-02-01 00:00:00,,,
46931,0,,,3,0,0,BBg4.00,"[M]Malignant lymphoma, stem cell type",2009-02-01 00:00:00,,,
16460,30,,,593,0,0,BBg2.00,"[M]Malignant lymphoma, non Hodgkin's type",2009-02-01 00:00:00,,,
61783,0,,,23,0,0,BBbG.11,[M]Juvenile astrocytoma,2009-02-01 00:00:00,,,
98800,0,,,2,0,0,BBbG.12,[M]Piloid astrocytoma,2010-03-01 00:00:00,,,
22156,6,,,220,0,0,BB08.00,"[M]Malignant tumour, small cell type",2009-02-01 00:00:00,,,
34712,6,,,126,0,0,BBDF.00,[M]Glomangiomyoma,2009-02-01 00:00:00,,,
4916,57,,,140,55,0,BBDD.00,[M]Glomangioma,2009-02-01 00:00:00,,,
48253,0,,,8,0,0,BBg8.00,"[M]Malignant lymphoma, immunoblastic type",2009-02-01 00:00:00,,,
46404,0,,,21,0,0,BBbS.00,[M]Oligodendroblastoma,2009-02-01 00:00:00,,,
43459,1,,,36,0,0,BBn..00,[M]Plasma cell tumours,2009-02-01 00:00:00,,,
37477,2,,,50,0,0,BBe7.11,"[M]Schwannoma, malignant",2009-02-01 00:00:00,,,
61467,0,,,1,0,0,BB5f300,"[M]Follicular adenocarcinoma, trabecular type",2009-02-01 00:00:00,,,
5052,13,,,251,0,0,BBV1.13,[M]Osteogenic sarcoma NOS,2009-02-01 00:00:00,,,
34763,16,,,506,0,0,BBbT.00,[M]Medulloblastoma NOS,2009-02-01 00:00:00,,,
31767,0,,,17,0,0,BBbV.00,[M]Medullomyoblastoma,2009-02-01 00:00:00,,,
44157,0,,,5,0,0,BBE1.13,[M]Melanosarcoma NOS,2009-02-01 00:00:00,,,
38593,0,,,25,0,0,BBY1.00,[M]Adamantinoma of long bones,2009-02-01 00:00:00,,,
27363,0,,,22,0,0,BBd2.00,"[M]Meningioma, malignant",2009-02-01 00:00:00,,,
48048,1,,,55,0,0,BB1B.00,[M]Giant cell and spindle cell carcinoma,2009-02-01 00:00:00,,,
6966,1,,,282,0,0,BB1D.00,[M]Spindle cell carcinoma,2009-02-01 00:00:00,,,
69300,0,,,5,0,0,BB1F.00,[M]Polygonal cell carcinoma,2009-02-01 00:00:00,,,
57544,0,,,6,0,0,BBm4.00,[M]True histiocytic lymphoma,2009-02-01 00:00:00,,,
21217,2,,,66,0,0,BB1N.00,[M]Small cell-large cell carcinoma,2009-02-01 00:00:00,,,
64947,0,,,2,0,0,BBk0.11,[M]Brill - Symmers' disease,2009-02-01 00:00:00,,,
49253,0,,,12,0,0,BBk0.13,[M]Giant follicular lymphoma,2009-02-01 00:00:00,,,
27562,0,,,5,0,0,BBk0.12,[M]Follicular lymphosarcoma NOS,2009-02-01 00:00:00,,,
73662,0,,,1,0,0,BB5Wz00,[M]Oxyphilic adenoma or adenocarcinoma NOS,2009-02-01 00:00:00,,,
8547,138,,,3208,1,0,BBbB.00,[M]Astrocytoma NOS,2009-02-01 00:00:00,,,
23083,11,,,960,0,0,BBbL.00,[M]Glioblastoma NOS,2009-02-01 00:00:00,,,
9156,5,,,205,0,0,BB1K.00,[M]Oat cell carcinoma,2009-02-01 00:00:00,,,
1483,685,,,13001,4,0,BBg1.11,[M]Lymphoma NOS,2009-02-01 00:00:00,,,
27846,0,,,46,0,0,BBbF.00,[M]Fibrillary astrocytoma,2009-02-01 00:00:00,,,
55658,0,,,6,0,0,BBQ4.12,[M]Orchioblastoma,2009-02-01 00:00:00,,,
104147,0,,,0,0,0,BBQ4.11,[M]Infantile embryonal carcinoma,2012-06-01 00:00:00,,,
4637,15,,,745,0,0,BBr..00,[M]Leukaemias,2009-02-01 00:00:00,,,
31026,4,,,202,0,0,BBF3.00,[M]Spindle cell sarcoma,2009-02-01 00:00:00,,,
59240,0,,,19,0,0,BB58.00,"[M]Carcinoma, diffuse type",2009-02-01 00:00:00,,,
63102,0,,,6,0,0,BB5B100,[M]Islet cell carcinoma,2009-02-01 00:00:00,,,
112174,0,,,1,0,0,BBc9000,"[M]Retinoblastoma, differentiated type",2017-09-01 00:00:00,,,
105296,0,,,8,0,0,BBTD200,"[M]Haemangiopericytoma, malignant",2012-12-01 00:00:00,,,
111419,0,,,1,0,0,BB5h300,"[M]Adrenal cortical adenoma, heavily pigmented variant",2016-10-01 00:00:00,,,
68999,1,,,1,0,0,BBK2z00,[M]Myoma or myosarcoma NOS,2009-02-01 00:00:00,,,
17366,26,,,309,0,0,BBF..00,[M]Soft tissue tumours and sarcomas NOS,2009-02-01 00:00:00,,,
112235,0,,,1,0,0,BB5c200,[M]Water-clear cell adenocarcinoma,2017-10-01 00:00:00,,,
65051,0,,,4,0,0,BB81500,"[M]Papillary cystadenocarcinoma, NOS",2009-02-01 00:00:00,,,
26858,5,,,140,0,0,BB5C.00,[M]Gastrinoma and carcinomas,2009-02-01 00:00:00,,,
100371,0,,,4,0,0,BBL7200,[M]Epithelial nephroblastoma,2010-08-01 00:00:00,,,
50108,1,,,13,0,0,BB5Uz00,[M]Villous adenoma or adenocarcinoma NOS,2009-02-01 00:00:00,,,
36221,0,,,55,0,0,BB5Sz00,[M]Respiratory tract adenoma or adenocarcinoma NOS,2009-02-01 00:00:00,,,
46741,0,,,3,0,0,BBZC.00,[M]Ameloblastic odontosarcoma,2009-02-01 00:00:00,,,
102593,0,,,1,0,0,BB96.00,[M]Noninfiltrating intraductal papillary adenocarcinoma,2011-07-01 00:00:00,,,
52684,0,,,14,0,0,BBW9.00,[M]Mesenchymal chondrosarcoma,2009-02-01 00:00:00,,,
58798,0,,,3,0,0,BB47.00,"[M]Transitional cell carcinoma, spindle cell type",2009-02-01 00:00:00,,,
6436,39,,,3779,0,0,BB43.00,[M]Transitional cell carcinoma NOS,2009-02-01 00:00:00,,,
48275,0,,,57,0,0,BBK3600,[M]Embryonal rhabdomyosarcoma,2009-02-01 00:00:00,,,
97852,0,,,3,0,0,BBk7.00,"[M]Malignant lymphoma, centroblastic type, follicular",2009-10-01 00:00:00,,,
29008,0,,,55,0,0,BB5W111,[M]Hurthle cell adenocarcinoma,2009-02-01 00:00:00,,,
95818,0,,,6,0,0,BBD1.00,"[M]Paraganglioma, malignant",2009-02-01 00:00:00,,,
110349,0,,,1,0,0,BBr3z00,[M]Plasma cell leukaemia NOS,2015-12-01 00:00:00,,,
6920,22,,,657,0,0,BB5U.00,[M]Villous adenomas and adenocarcinomas,2009-02-01 00:00:00,,,
95609,0,,,7,0,0,BB5B300,"[M]Insulinoma, malignant",2009-02-01 00:00:00,,,
39875,0,,,52,0,0,BB5Nz00,[M]Adenomatous or adenocarcinomatous polyps of the colon NOS,2009-02-01 00:00:00,,,
49023,1,,,10,0,0,BBY0.11,[M]Endothelial bone sarcoma,2009-02-01 00:00:00,,,
17435,39,,,973,0,0,BBQ7.00,[M]Teratomas,2009-02-01 00:00:00,,,
44061,1,,,40,0,0,BBEQ.00,[M]Spindle cell melanoma NOS,2009-02-01 00:00:00,,,
100625,0,,,1,0,0,BB5R500,"[M]Carcinoid tumour, nonargentaffin, malignant",2010-09-01 00:00:00,,,
104973,0,,,1,0,0,BB62z00,[M]Apocrine adenoma or adenocarcinoma NOS,2012-09-01 00:00:00,,,
98559,0,,,1,0,0,BBW8.00,"[M]Chondroblastoma, malignant",2010-02-01 00:00:00,,,
72443,0,,,2,0,0,BBZ2.00,"[M]Odontogenic tumour, malignant",2009-02-01 00:00:00,,,
21682,0,,,25,0,0,BBQ7500,"[M]Malignant teratoma, intermediate type",2009-02-01 00:00:00,,,
102417,8,,,453,0,0,BB3C.00,[M]Superficial basal cell carcinoma,2011-06-01 00:00:00,,,
39312,0,,,28,0,0,BBM8.00,[M]Cystosarcoma phyllodes NOS,2009-02-01 00:00:00,,,
54585,0,,,55,0,0,BBr6100,[M]Acute myeloid leukaemia,2009-02-01 00:00:00,,,
49327,0,,,8,0,0,BBrA500,[M]Acute megakaryoblastic leukaemia,2009-02-01 00:00:00,,,
38454,5,,,216,0,0,BB48.00,[M]Basaloid carcinoma,2009-02-01 00:00:00,,,
107299,0,,,1,0,0,BB5D700,[M]Combined hepatocellular carcinoma and cholangiocarcinoma,2013-11-01 00:00:00,,,
39038,0,,,93,0,0,BB85.00,[M]Signet ring carcinoma,2009-02-01 00:00:00,,,
21447,0,,,14,0,0,BBV3.00,[M]Fibroblastic osteosarcoma,2009-02-01 00:00:00,,,
60631,0,,,13,0,0,BBV5.00,[M]Osteosarcoma in Paget's disease of bone,2009-02-01 00:00:00,,,
57505,0,,,16,0,0,BBK3200,[M]Pleomorphic rhabdomyosarcoma,2009-02-01 00:00:00,,,
31323,15,,,160,0,0,BBG1.00,[M]Fibrosarcoma NOS,2009-02-01 00:00:00,,,
54276,0,,,4,0,0,BB1E.00,[M]Pseudosarcomatous carcinoma,2009-02-01 00:00:00,,,
102164,0,,,1,0,0,BBn2.11,[M]Monostotic myeloma,2011-04-01 00:00:00,,,
30273,13,,,400,0,0,BBbG.00,[M]Pilocytic astrocytoma,2009-02-01 00:00:00,,,
32191,2,,,103,0,0,BBQ0.00,[M]Dysgerminoma,2009-02-01 00:00:00,,,
92293,0,,,1,0,0,BBES.00,"[M]Spindle cell melanoma, type B",2009-02-01 00:00:00,,,
31818,4,,,35,0,0,BBK2.00,[M]Myoma and myosarcoma,2009-02-01 00:00:00,,,
51852,0,,,1,0,0,BBgD.00,"[M]Malig lymphoma, lymphocytic, intermediate different NOS",2009-02-01 00:00:00,,,
61082,0,,,5,0,0,BBLA.11,[M]Pneumoblastoma,2009-02-01 00:00:00,,,
20635,1,,,33,0,0,BBr2011,[M]Lymphatic leukaemia,2009-02-01 00:00:00,,,
1969,17,,,209,6,0,BBTF.00,[M]Haemangioblastoma,2009-02-01 00:00:00,,,
23085,0,,,2,0,0,BBEP.00,[M]Epithelioid cell melanoma,2009-02-01 00:00:00,,,
26120,6,,,194,0,0,BB5V.00,[M]Pituitary adenomas and carcinomas,2009-02-01 00:00:00,,,
66603,0,,,12,0,0,BBgK.00,"[M]Malig lymphoma, follicular centre cell, non-cleaved NOS",2009-02-01 00:00:00,,,
21173,7,,,218,0,0,BBL5.00,[M]Mullerian mixed tumour,2009-02-01 00:00:00,,,
72196,1,,,6,0,0,BBgG.00,"[M]Malignant lymphoma, lymphocytic, poorly different NOS",2009-02-01 00:00:00,,,
60127,0,,,7,0,0,BBJ5.12,[M]Myxoliposarcoma,2009-02-01 00:00:00,,,
7319,0,,,244,0,0,BB9G.00,[M]Infiltrating ductular carcinoma,2009-02-01 00:00:00,,,
68456,0,,,27,0,0,BB5V100,[M]Chromophobe carcinoma,2009-02-01 00:00:00,,,
19334,3,,,248,0,0,BBL9.00,[M]Carcinosarcoma NOS,2009-02-01 00:00:00,,,
31741,0,,,2,0,0,BBj6200,"[M]Hodgkin,s disease, nodular sclerosis, lymphocytic deplet",2009-02-01 00:00:00,,,
26253,9,,,1039,0,0,BB5R900,[M]Neuroendocrine carcinoma,2009-02-01 00:00:00,,,
31726,0,,,6,0,0,BBgM.00,"[M]Malignant lymphoma, small cleaved cell, diffuse",2009-02-01 00:00:00,,,
45573,0,,,84,0,0,BB5Rz00,[M]Carcinoid tumours NOS,2009-02-01 00:00:00,,,
49825,0,,,24,0,0,BBh0.11,[M]Reticulum cell sarcoma NOS,2009-02-01 00:00:00,,,
31750,3,,,109,0,0,BBr0300,[M]Chronic leukaemia NOS,2009-02-01 00:00:00,,,
41803,2,,,54,0,0,BBf..00,[M]Granular cell tumours and alveolar soft part sarcoma,2009-02-01 00:00:00,,,
50605,0,,,3,0,0,BBDB.00,[M]Glomangiosarcoma,2009-02-01 00:00:00,,,
62348,1,,,11,0,0,BBT1.00,[M]Haemangiosarcoma,2009-02-01 00:00:00,,,
43717,0,,,12,0,0,BB24.11,[M]Verrucous epidermoid carcinoma,2009-02-01 00:00:00,,,
4852,121,,,685,0,0,BB24.12,[M]Verrucous squamous cell carcinoma,2009-02-01 00:00:00,,,
67912,0,,,3,0,0,BB26.11,[M]Papillary epidermoid carcinoma,2009-02-01 00:00:00,,,
31421,20,,,246,0,0,BBK3100,[M]Rhabdomyosarcoma NOS,2009-02-01 00:00:00,,,
71895,3,,,11,0,0,BB56.00,[M]Superficial spreading adenocarcinoma,2009-02-01 00:00:00,,,
8695,172,,,6923,2,0,BB12.00,[M]Carcinoma NOS,2009-02-01 00:00:00,,,
18255,19,,,149,1,0,BB5L.00,[M]Adenomatous and adenocarcinomatous polyps,2009-02-01 00:00:00,,,
16692,9,,,1045,0,0,BB14.00,[M]Carcinomatosis,2009-02-01 00:00:00,,,
33897,6,,,133,0,0,BB4z.00,[M]Transitional cell papilloma or carcinoma NOS,2009-02-01 00:00:00,,,
34269,0,,,13,0,0,BB69100,[M]Sebaceous adenocarcinoma,2009-02-01 00:00:00,,,
59284,0,,,11,0,0,BB82114,[M]Mucous adenocarcinoma,2009-02-01 00:00:00,,,
95008,0,,,1,0,0,BB82112,[M]Gelatinous adenocarcinoma,2009-02-01 00:00:00,,,
30416,0,,,13,0,0,BB82111,[M]Colloid adenocarcinoma,2009-02-01 00:00:00,,,
35718,1,,,20,0,0,BB5C000,[M]Gastrinoma NOS,2009-02-01 00:00:00,,,
36286,0,,,9,0,0,BB5Lz00,[M]Adenomatous or adenocarcinomatous polyp NOS,2009-02-01 00:00:00,,,
29337,2,,,80,0,0,BBVA.00,[M] Small cell osteosarcoma,2009-02-01 00:00:00,,,
40438,2,,,42,0,0,BB5D111,[M]Bile duct carcinoma,2009-02-01 00:00:00,,,
41754,10,,,52,0,0,BBg7.00,"[M]Malignant lymphoma, lymphoplasmacytoid type",2009-02-01 00:00:00,,,
69210,0,,,34,0,0,BB5R611,[M]Goblet cell tumour,2009-02-01 00:00:00,,,
67701,0,,,40,0,0,BB94.11,[M]Secretory breast carcinoma,2009-02-01 00:00:00,,,
53694,1,,,71,0,0,BB85111,[M]Krukenberg tumour,2009-02-01 00:00:00,,,
59918,0,,,5,0,0,BB5f200,"[M]Follicular adenocarcinoma, well differentiated type",2009-02-01 00:00:00,,,
12609,3,,,222,0,0,BB19.00,"[M]Carcinoma, anaplastic type, NOS",2009-02-01 00:00:00,,,
69462,0,,,2,0,0,BBS..00,[M]Mesonephromas,2009-02-01 00:00:00,,,
21463,2,,,278,0,0,BBgC.11,[M]Lymphocytic lymphoma NOS,2009-02-01 00:00:00,,,
28628,1,,,72,0,0,BBJ3.00,"[M]Liposarcoma, well differentiated type",2009-02-01 00:00:00,,,
106613,0,,,2,0,0,BBDA.11,[M]Phaeochromoblastoma,2013-08-01 00:00:00,,,
22650,11,,,328,0,0,BBT1.11,[M]Angiosarcoma,2009-02-01 00:00:00,,,
3371,118,,,3198,0,0,BBg2.11,[M]Non Hodgkins lymphoma,2009-02-01 00:00:00,,,
30988,1,,,108,0,0,BB1M.00,"[M]Small cell carcinoma, intermediate cell",2009-02-01 00:00:00,,,
26413,3,,,109,0,0,BB1A.00,[M]Pleomorphic carcinoma,2009-02-01 00:00:00,,,
73066,0,,,1,0,0,BBrA.00,[M]Miscellaneous leukaemias,2009-02-01 00:00:00,,,
29945,0,,,93,0,0,BBR4.00,"[M]Malignant teratoma, trophoblastic",2009-02-01 00:00:00,,,
94239,0,,,1,0,0,BBp1.00,[M]Mast cell sarcoma,2009-02-01 00:00:00,,,
37354,0,,,79,0,0,BB5X100,[M]Clear cell adenocarcinoma NOS,2009-02-01 00:00:00,,,
32472,0,,,49,0,0,BB9H.00,[M]Inflammatory carcinoma,2009-02-01 00:00:00,,,
9366,7,,,312,0,0,BB13.11,[M]Secondary carcinoma,2009-02-01 00:00:00,,,
36870,0,,,50,0,0,BBL7111,[M]Adenosarcoma,2009-02-01 00:00:00,,,
17314,81,,,779,0,0,BBL7112,[M]Wilms' tumour,2009-02-01 00:00:00,,,
67339,0,,,1,0,0,BBp2.00,[M]Malignant mastocytosis,2009-02-01 00:00:00,,,
103883,0,,,1,0,0,BBc9100,"[M]Retinoblastoma, undifferentiated type",2012-03-01 00:00:00,,,
28941,0,,,92,0,0,BBQ3.00,[M]Embryonal carcinoma NOS,2009-02-01 00:00:00,,,
18383,7,,,640,0,0,BBmH.00,[M] Large cell lymphoma,2009-02-01 00:00:00,,,
73251,0,,,0,0,0,BBEM.00,[M]Malignant melanoma in giant pigmented naevus,2009-02-01 00:00:00,,,
59415,0,,,29,0,0,BBB6100,"[M]Thymoma, malignant",2009-02-01 00:00:00,,,
17178,12,,,542,0,0,BBg..00,"[M]Lymphomas, NOS or diffuse",2009-02-01 00:00:00,,,
67966,0,,,3,0,0,BBE1.14,[M]Naevocarcinoma,2009-02-01 00:00:00,,,
24551,2,,,55,0,0,BBE1.11,[M]Melanocarcinoma,2009-02-01 00:00:00,,,
7483,1018,,,7662,1,0,BBE1.12,[M]Melanoma NOS,2009-02-01 00:00:00,,,
11754,0,,,56,0,0,BBCG.00,[M]Sclerosing stromal tumour,2009-02-01 00:00:00,,,
54749,0,,,2,0,0,BB81H00,[M]Papillary mucinous cystadenocarcinoma,2009-02-01 00:00:00,,,
12497,0,,,149,0,0,BB82100,[M]Mucinous adenocarcinoma,2009-02-01 00:00:00,,,
69301,0,,,1,0,0,BBg5.00,"[M]Malignant lymphoma, convoluted cell type NOS",2009-02-01 00:00:00,,,
71117,0,,,2,0,0,BBg3.00,"[M]Malignant lymphoma, undifferentiated cell type NOS",2009-02-01 00:00:00,,,
36114,53,,,656,0,0,BBg1.00,[M]Malignant lymphoma NOS,2009-02-01 00:00:00,,,
3710,34,,,414,0,0,BBB1.00,[M]Adenolymphoma,2009-02-01 00:00:00,,,
97756,0,,,3,0,0,BBl1.00,[M]Sezary's disease,2009-10-01 00:00:00,,,
103047,0,,,1,0,0,BBbH.00,[M]Spongioblastoma NOS,2011-10-01 00:00:00,,,
101978,1,,,43,0,0,BB4D.00,[M]Grade 3 (Stage pTa) papillary urothelial/transit cell ca,2011-04-01 00:00:00,,,
49168,1,,,16,0,0,BBb4.00,[M]Subependymal giant cell astrocytoma,2009-02-01 00:00:00,,,
58022,0,,,17,0,0,BB5B400,[M]Glucagonoma NOS,2009-02-01 00:00:00,,,
42297,0,,,107,0,0,BBrz.00,[M]Leukaemia NOS,2009-02-01 00:00:00,,,
40632,5,,,156,0,0,BB82.00,[M]Mucinous adenoma and adenocarcinoma,2009-02-01 00:00:00,,,
21659,4,,,279,0,0,BB5Bz00,[M]Pancreatic adenoma or carcinoma NOS,2009-02-01 00:00:00,,,
56740,0,,,41,0,0,BBK0311,[M]Leiomyoblastoma,2009-02-01 00:00:00,,,
18744,7,,,491,0,0,BBn0.11,[M]Multiple myeloma,2009-02-01 00:00:00,,,
3672,383,,,7177,11,0,BBn0.12,[M]Myeloma NOS,2009-02-01 00:00:00,,,
53647,0,,,17,0,0,BBn0.13,[M]Myelomatosis,2009-02-01 00:00:00,,,
39490,0,,,39,0,0,BBn0.14,[M]Plasmacytic myeloma,2009-02-01 00:00:00,,,
48223,1,,,31,0,0,BB54.00,[M]Scirrhous adenocarcinoma,2009-02-01 00:00:00,,,
35223,0,,,11,0,0,BBQ1100,[M]Spermatocytic seminoma,2009-02-01 00:00:00,,,
35975,6,,,156,0,0,BB5z.00,[M]Adenoma or adenocarcinoma NOS,2009-02-01 00:00:00,,,
31772,2,,,161,0,0,BBGM.00,[M]Dermatofibrosarcoma NOS,2009-02-01 00:00:00,,,
20982,16,,,313,0,0,BBE2.00,[M]Nodular melanoma,2009-02-01 00:00:00,,,
43582,0,,,55,0,0,BBQz.00,[M]Germ cell neoplasm NOS,2009-02-01 00:00:00,,,
57713,0,,,3,0,0,BBr8.00,[M]Eosinophilic leukaemias,2009-02-01 00:00:00,,,
35474,0,,,36,0,0,BB1C.00,[M]Giant cell carcinoma,2009-02-01 00:00:00,,,
42169,2,,,458,0,0,BB5cz00,[M]Parathyroid adenoma or adenocarcinoma NOS,2009-02-01 00:00:00,,,
61984,0,,,9,0,0,BB1G.00,[M]Spheroidal cell carcinoma,2009-02-01 00:00:00,,,
40766,2,,,181,0,0,BBm5.00,[M] Peripheral T-cell lymphoma NOS,2009-02-01 00:00:00,,,
43703,0,,,29,0,0,BBL7.11,[M]Nephromas and nephroblastomas,2009-02-01 00:00:00,,,
5915,12,,,549,0,0,BBrA400,[M]Hairy cell leukaemia,2009-02-01 00:00:00,,,
12388,3,,,273,0,0,BB43.11,[M]Urothelial carcinoma,2009-02-01 00:00:00,,,
15419,55,,,654,0,0,BB5a012,[M]Hypernephroma,2009-02-01 00:00:00,,,
30139,0,,,42,0,0,BBs..00,[M]Misc myeloproliferative and lymphoproliferative disorders,2009-02-01 00:00:00,,,
73916,0,,,8,0,0,BBK0400,[M]Epithelioid leiomyosarcoma,2009-02-01 00:00:00,,,
34891,0,,,33,0,0,BBF2.00,[M]Sarcomatosis NOS,2009-02-01 00:00:00,,,
55116,2,,,49,0,0,BBFz.00,[M]Soft tissue tumour or sarcoma NOS,2009-02-01 00:00:00,,,
59919,1,,,53,0,0,BB32.00,[M]Multicentric basal cell carcinoma,2009-02-01 00:00:00,,,
111172,0,,,1,0,0,BB5R300,"[M]Carcinoid tumour, argentaffin, malignant",2016-08-01 00:00:00,,,
13574,0,,,13,0,0,BB36.00,[M]Metatypical carcinoma,2009-02-01 00:00:00,,,
65861,0,,,6,0,0,BBQ9.00,[M]Dermoid cyst with malignant transformation,2009-02-01 00:00:00,,,
12300,105,,,799,0,0,BB9J.00,"[M]Paget's disease, mammary",2009-02-01 00:00:00,,,
99702,0,,,2,0,0,BBn3.00,"[M]Plasma cell tumour, malignant",2010-06-01 00:00:00,,,
58888,0,,,59,0,0,BBs0.11,[M]Polycythaemia rubra vera,2009-02-01 00:00:00,,,
72277,1,,,4,0,0,BB5V700,[M]Basophil carcinoma,2009-02-01 00:00:00,,,
102244,0,,,60,0,0,BB4C.00,[M]Grade 2 (Stage pTa) papillary urothelial/transit cell ca,2011-05-01 00:00:00,,,
38551,0,,,36,0,0,BBb1.00,[M]Gliomatosis cerebri,2009-02-01 00:00:00,,,
46048,0,,,5,0,0,BBr2500,[M]Prolymphocytic leukaemia,2009-02-01 00:00:00,,,
8660,2,,,142,0,0,BBV1.00,[M]Osteosarcoma NOS,2009-02-01 00:00:00,,,
57677,1,,,38,0,0,BBL8.00,[M]Hepatoblastoma,2009-02-01 00:00:00,,,
63659,0,,,1,0,0,BBW6.00,[M]Juxtacortical chondrosarcoma,2009-02-01 00:00:00,,,
58837,0,,,15,0,0,BBF5.00,[M]Small cell sarcoma,2009-02-01 00:00:00,,,
95024,0,,,4,0,0,BBG8.00,[M]Infantile fibrosarcoma,2009-02-01 00:00:00,,,
41734,1,,,18,0,0,BBr0000,[M]Leukaemia NOS,2009-02-01 00:00:00,,,
96494,0,,,10,0,0,BB5Tz00,[M]Papillary adenoma or adenocarcinoma NOS,2009-04-01 00:00:00,,,
57422,1,,,83,0,0,BB5Vz00,[M]Pituitary adenoma or carcinoma NOS,2009-02-01 00:00:00,,,
69299,1,,,1,0,0,BBrA111,[M]Thrombocytic leukaemia,2009-02-01 00:00:00,,,
41816,1,,,71,0,0,BB2E.00,"[M]Squamous cell carcinoma, small cell, non-keratinising",2009-02-01 00:00:00,,,
108682,0,,,1,0,0,BBgJ.11,[M]Germinoblastic sarcoma NOS,2014-10-01 00:00:00,,,
100947,0,,,6,0,0,BBJE.00,[M]Lipoblastomatosis,2010-11-01 00:00:00,,,
30189,0,,,81,0,0,BB91000,[M]Intraductal papillary adenocarcinoma with invasion,2009-02-01 00:00:00,,,
48049,0,,,26,0,0,BBr6800,[M]Chronic myelomonocytic leukaemia,2009-02-01 00:00:00,,,
53129,0,,,3,0,0,BB5W112,[M]Oncytic adenocarcinoma,2009-02-01 00:00:00,,,
57084,0,,,6,0,0,BBQ1000,"[M]Seminoma, anaplastic type",2009-02-01 00:00:00,,,
29335,2,,,123,0,0,BBr2700,[M]Adult T-cell leukaemia/lymphoma,2009-02-01 00:00:00,,,
60803,2,,,43,0,0,BB9J.11,"[M]Paget's disease, breast",2009-02-01 00:00:00,,,
51680,0,,,8,0,0,BBgV.00,"[M]Malignant lymphoma, small cell, noncleaved, diffuse",2009-02-01 00:00:00,,,
68783,0,,,2,0,0,BB60100,[M]Skin appendage carcinoma,2009-02-01 00:00:00,,,
40622,0,,,31,0,0,BB5V711,[M]Mucoid cell carcinoma,2009-02-01 00:00:00,,,
28625,0,,,78,0,0,BB71.00,[M]Mucoepidermoid carcinoma,2009-02-01 00:00:00,,,
73135,0,,,2,0,0,BBn2.12,[M]Solitary myeloma,2009-02-01 00:00:00,,,
100544,0,,,1,0,0,BBh2.00,"[M]Reticulosarcoma, nodular",2010-08-01 00:00:00,,,
72433,0,,,3,0,0,BBh0.00,[M]Reticulosarcoma NOS,2009-02-01 00:00:00,,,
10541,2,,,292,0,0,BB22.00,[M]Papillary carcinoma NOS,2009-02-01 00:00:00,,,
94873,3,,,30,0,0,BB2A.13,[M]Squamous cell carcinoma of skin NOS,2009-02-01 00:00:00,,,
57680,0,,,3,0,0,BB2A.12,[M]Spinous cell carcinoma,2009-02-01 00:00:00,,,
100927,0,,,1,0,0,BBr4z00,[M]Erythroleukaemia NOS,2010-11-01 00:00:00,,,
64874,1,,,23,0,0,BBa4.00,[M]Melanotic neuroectodermal tumour,2009-02-01 00:00:00,,,
34395,8,,,173,0,0,BB24.00,[M]Verrucous carcinoma NOS,2009-02-01 00:00:00,,,
31004,1,,,50,0,0,BB2G.00,[M]Adenoid squamous cell carcinoma,2009-02-01 00:00:00,,,
